,province,country,latitude,longitude,confirmed_cases,deaths,recovered,data_source,country_code,region,country_flag,Observation Date
2300,Hubei,China,35.86166,104.195397,444,17.0,,dxy,CHN,Asia,https://www.countryflags.io/cn/flat/64.png,2020-01-23
2301,Guangdong,China,35.86166,104.195397,26,0.0,,dxy,CHN,Asia,https://www.countryflags.io/cn/flat/64.png,2020-01-23
2302,Shanghai,China,35.86166,104.195397,16,0.0,,dxy,CHN,Asia,https://www.countryflags.io/cn/flat/64.png,2020-01-23
2303,Beijing,China,35.86166,104.195397,14,0.0,,dxy,CHN,Asia,https://www.countryflags.io/cn/flat/64.png,2020-01-23
2304,Zhejiang,China,35.86166,104.195397,10,0.0,,dxy,CHN,Asia,https://www.countryflags.io/cn/flat/64.png,2020-01-23
2305,Chongqing,China,35.86166,104.195397,6,0.0,,dxy,CHN,Asia,https://www.countryflags.io/cn/flat/64.png,2020-01-23
2306,Guangxi,China,35.86166,104.195397,5,0.0,,dxy,CHN,Asia,https://www.countryflags.io/cn/flat/64.png,2020-01-23
2307,Henan,China,35.86166,104.195397,5,0.0,,dxy,CHN,Asia,https://www.countryflags.io/cn/flat/64.png,2020-01-23
2308,Sichuan,China,35.86166,104.195397,5,0.0,,dxy,CHN,Asia,https://www.countryflags.io/cn/flat/64.png,2020-01-23
2309,Hunan,China,35.86166,104.195397,4,0.0,,dxy,CHN,Asia,https://www.countryflags.io/cn/flat/64.png,2020-01-23
2310,Hainan,China,35.86166,104.195397,4,0.0,,dxy,CHN,Asia,https://www.countryflags.io/cn/flat/64.png,2020-01-23
2311,Tianjin,China,35.86166,104.195397,4,0.0,,dxy,CHN,Asia,https://www.countryflags.io/cn/flat/64.png,2020-01-23
2312,Jiangxi,China,35.86166,104.195397,2,0.0,,dxy,CHN,Asia,https://www.countryflags.io/cn/flat/64.png,2020-01-23
2313,Shandong,China,35.86166,104.195397,2,0.0,,dxy,CHN,Asia,https://www.countryflags.io/cn/flat/64.png,2020-01-23
2314,Liaoning,China,35.86166,104.195397,2,0.0,,dxy,CHN,Asia,https://www.countryflags.io/cn/flat/64.png,2020-01-23
2315,Yunnan,China,35.86166,104.195397,1,0.0,,dxy,CHN,Asia,https://www.countryflags.io/cn/flat/64.png,2020-01-23
2316,Anhui,China,35.86166,104.195397,1,0.0,,dxy,CHN,Asia,https://www.countryflags.io/cn/flat/64.png,2020-01-23
2317,Guizhou,China,35.86166,104.195397,1,0.0,,dxy,CHN,Asia,https://www.countryflags.io/cn/flat/64.png,2020-01-23
2318,Taiwan,China,35.86166,104.195397,1,0.0,,dxy,CHN,Asia,https://www.countryflags.io/cn/flat/64.png,2020-01-23
2319,Jiangsu,China,35.86166,104.195397,1,0.0,,dxy,CHN,Asia,https://www.countryflags.io/cn/flat/64.png,2020-01-23
2320,Heilongjiang,China,35.86166,104.195397,1,0.0,,dxy,CHN,Asia,https://www.countryflags.io/cn/flat/64.png,2020-01-23
2321,Macau,China,35.86166,104.195397,1,0.0,,dxy,CHN,Asia,https://www.countryflags.io/cn/flat/64.png,2020-01-23
2322,Fujian,China,35.86166,104.195397,1,0.0,,dxy,CHN,Asia,https://www.countryflags.io/cn/flat/64.png,2020-01-23
2323,Hebei,China,35.86166,104.195397,1,0.0,,dxy,CHN,Asia,https://www.countryflags.io/cn/flat/64.png,2020-01-23
2324,Shanxi,China,35.86166,104.195397,1,0.0,,dxy,CHN,Asia,https://www.countryflags.io/cn/flat/64.png,2020-01-23
2325,Ningxia,China,35.86166,104.195397,1,0.0,,dxy,CHN,Asia,https://www.countryflags.io/cn/flat/64.png,2020-01-23
2326,Hong Kong,China,35.86166,104.195397,1,0.0,,dxy,CHN,Asia,https://www.countryflags.io/cn/flat/64.png,2020-01-23
2327,Jilin,China,35.86166,104.195397,0,0.0,,dxy,CHN,Asia,https://www.countryflags.io/cn/flat/64.png,2020-01-23
2328,Shaanxi,China,35.86166,104.195397,0,0.0,,dxy,CHN,Asia,https://www.countryflags.io/cn/flat/64.png,2020-01-23
2329,Hubei,China,35.86166,104.195397,444,17.0,,dxy,CHN,Asia,https://www.countryflags.io/cn/flat/64.png,2020-01-23
2330,Guangdong,China,35.86166,104.195397,26,0.0,,dxy,CHN,Asia,https://www.countryflags.io/cn/flat/64.png,2020-01-23
2331,Shanghai,China,35.86166,104.195397,16,0.0,,dxy,CHN,Asia,https://www.countryflags.io/cn/flat/64.png,2020-01-23
2332,Beijing,China,35.86166,104.195397,14,0.0,,dxy,CHN,Asia,https://www.countryflags.io/cn/flat/64.png,2020-01-23
2333,Zhejiang,China,35.86166,104.195397,10,0.0,,dxy,CHN,Asia,https://www.countryflags.io/cn/flat/64.png,2020-01-23
2334,Chongqing,China,35.86166,104.195397,6,0.0,,dxy,CHN,Asia,https://www.countryflags.io/cn/flat/64.png,2020-01-23
2335,Guangxi,China,35.86166,104.195397,5,0.0,,dxy,CHN,Asia,https://www.countryflags.io/cn/flat/64.png,2020-01-23
2336,Sichuan,China,35.86166,104.195397,5,0.0,,dxy,CHN,Asia,https://www.countryflags.io/cn/flat/64.png,2020-01-23
2337,Henan,China,35.86166,104.195397,5,0.0,,dxy,CHN,Asia,https://www.countryflags.io/cn/flat/64.png,2020-01-23
2338,Hunan,China,35.86166,104.195397,4,0.0,,dxy,CHN,Asia,https://www.countryflags.io/cn/flat/64.png,2020-01-23
2339,Hainan,China,35.86166,104.195397,4,0.0,,dxy,CHN,Asia,https://www.countryflags.io/cn/flat/64.png,2020-01-23
2340,Tianjin,China,35.86166,104.195397,4,0.0,,dxy,CHN,Asia,https://www.countryflags.io/cn/flat/64.png,2020-01-23
2341,Shandong,China,35.86166,104.195397,2,0.0,,dxy,CHN,Asia,https://www.countryflags.io/cn/flat/64.png,2020-01-23
2342,Liaoning,China,35.86166,104.195397,2,0.0,,dxy,CHN,Asia,https://www.countryflags.io/cn/flat/64.png,2020-01-23
2343,Macau,China,35.86166,104.195397,2,0.0,,dxy,CHN,Asia,https://www.countryflags.io/cn/flat/64.png,2020-01-23
2344,Jiangxi,China,35.86166,104.195397,2,0.0,,dxy,CHN,Asia,https://www.countryflags.io/cn/flat/64.png,2020-01-23
2345,Jiangsu,China,35.86166,104.195397,1,0.0,,dxy,CHN,Asia,https://www.countryflags.io/cn/flat/64.png,2020-01-23
2346,Fujian,China,35.86166,104.195397,1,0.0,,dxy,CHN,Asia,https://www.countryflags.io/cn/flat/64.png,2020-01-23
2347,Heilongjiang,China,35.86166,104.195397,1,0.0,,dxy,CHN,Asia,https://www.countryflags.io/cn/flat/64.png,2020-01-23
2348,Hong Kong,China,35.86166,104.195397,1,0.0,,dxy,CHN,Asia,https://www.countryflags.io/cn/flat/64.png,2020-01-23
2349,Taiwan,China,35.86166,104.195397,1,0.0,,dxy,CHN,Asia,https://www.countryflags.io/cn/flat/64.png,2020-01-23
2350,Guizhou,China,35.86166,104.195397,1,0.0,,dxy,CHN,Asia,https://www.countryflags.io/cn/flat/64.png,2020-01-23
2351,Hebei,China,35.86166,104.195397,1,0.0,,dxy,CHN,Asia,https://www.countryflags.io/cn/flat/64.png,2020-01-23
2352,Yunnan,China,35.86166,104.195397,1,0.0,,dxy,CHN,Asia,https://www.countryflags.io/cn/flat/64.png,2020-01-23
2353,Ningxia,China,35.86166,104.195397,1,0.0,,dxy,CHN,Asia,https://www.countryflags.io/cn/flat/64.png,2020-01-23
2354,Anhui,China,35.86166,104.195397,1,0.0,,dxy,CHN,Asia,https://www.countryflags.io/cn/flat/64.png,2020-01-23
2355,Shanxi,China,35.86166,104.195397,1,0.0,,dxy,CHN,Asia,https://www.countryflags.io/cn/flat/64.png,2020-01-23
2356,Jilin,China,35.86166,104.195397,0,0.0,,dxy,CHN,Asia,https://www.countryflags.io/cn/flat/64.png,2020-01-23
2357,Shaanxi,China,35.86166,104.195397,0,0.0,,dxy,CHN,Asia,https://www.countryflags.io/cn/flat/64.png,2020-01-23
2358,Hubei,China,35.86166,104.195397,444,17.0,,dxy,CHN,Asia,https://www.countryflags.io/cn/flat/64.png,2020-01-23
2359,Guangdong,China,35.86166,104.195397,26,0.0,,dxy,CHN,Asia,https://www.countryflags.io/cn/flat/64.png,2020-01-23
2360,Shanghai,China,35.86166,104.195397,16,0.0,,dxy,CHN,Asia,https://www.countryflags.io/cn/flat/64.png,2020-01-23
2361,Beijing,China,35.86166,104.195397,14,0.0,,dxy,CHN,Asia,https://www.countryflags.io/cn/flat/64.png,2020-01-23
2362,Zhejiang,China,35.86166,104.195397,10,0.0,,dxy,CHN,Asia,https://www.countryflags.io/cn/flat/64.png,2020-01-23
2363,Sichuan,China,35.86166,104.195397,8,0.0,,dxy,CHN,Asia,https://www.countryflags.io/cn/flat/64.png,2020-01-23
2364,Shandong,China,35.86166,104.195397,6,0.0,,dxy,CHN,Asia,https://www.countryflags.io/cn/flat/64.png,2020-01-23
2365,Chongqing,China,35.86166,104.195397,6,0.0,,dxy,CHN,Asia,https://www.countryflags.io/cn/flat/64.png,2020-01-23
2366,Guangxi,China,35.86166,104.195397,5,0.0,,dxy,CHN,Asia,https://www.countryflags.io/cn/flat/64.png,2020-01-23
2367,Henan,China,35.86166,104.195397,5,0.0,,dxy,CHN,Asia,https://www.countryflags.io/cn/flat/64.png,2020-01-23
2368,Hainan,China,35.86166,104.195397,4,0.0,,dxy,CHN,Asia,https://www.countryflags.io/cn/flat/64.png,2020-01-23
2369,Hunan,China,35.86166,104.195397,4,0.0,,dxy,CHN,Asia,https://www.countryflags.io/cn/flat/64.png,2020-01-23
2370,Tianjin,China,35.86166,104.195397,4,0.0,,dxy,CHN,Asia,https://www.countryflags.io/cn/flat/64.png,2020-01-23
2371,Jiangxi,China,35.86166,104.195397,2,0.0,,dxy,CHN,Asia,https://www.countryflags.io/cn/flat/64.png,2020-01-23
2372,Liaoning,China,35.86166,104.195397,2,0.0,,dxy,CHN,Asia,https://www.countryflags.io/cn/flat/64.png,2020-01-23
2373,Macau,China,35.86166,104.195397,2,0.0,,dxy,CHN,Asia,https://www.countryflags.io/cn/flat/64.png,2020-01-23
2374,Jiangsu,China,35.86166,104.195397,1,0.0,,dxy,CHN,Asia,https://www.countryflags.io/cn/flat/64.png,2020-01-23
2375,Hong Kong,China,35.86166,104.195397,1,0.0,,dxy,CHN,Asia,https://www.countryflags.io/cn/flat/64.png,2020-01-23
2376,Anhui,China,35.86166,104.195397,1,0.0,,dxy,CHN,Asia,https://www.countryflags.io/cn/flat/64.png,2020-01-23
2377,Heilongjiang,China,35.86166,104.195397,1,0.0,,dxy,CHN,Asia,https://www.countryflags.io/cn/flat/64.png,2020-01-23
2378,Taiwan,China,35.86166,104.195397,1,0.0,,dxy,CHN,Asia,https://www.countryflags.io/cn/flat/64.png,2020-01-23
2379,Guizhou,China,35.86166,104.195397,1,0.0,,dxy,CHN,Asia,https://www.countryflags.io/cn/flat/64.png,2020-01-23
2380,Shanxi,China,35.86166,104.195397,1,0.0,,dxy,CHN,Asia,https://www.countryflags.io/cn/flat/64.png,2020-01-23
2381,Fujian,China,35.86166,104.195397,1,0.0,,dxy,CHN,Asia,https://www.countryflags.io/cn/flat/64.png,2020-01-23
2382,Yunnan,China,35.86166,104.195397,1,0.0,,dxy,CHN,Asia,https://www.countryflags.io/cn/flat/64.png,2020-01-23
2383,Hebei,China,35.86166,104.195397,1,0.0,,dxy,CHN,Asia,https://www.countryflags.io/cn/flat/64.png,2020-01-23
2384,Ningxia,China,35.86166,104.195397,1,0.0,,dxy,CHN,Asia,https://www.countryflags.io/cn/flat/64.png,2020-01-23
2385,Shaanxi,China,35.86166,104.195397,0,0.0,,dxy,CHN,Asia,https://www.countryflags.io/cn/flat/64.png,2020-01-23
2386,Jilin,China,35.86166,104.195397,0,0.0,,dxy,CHN,Asia,https://www.countryflags.io/cn/flat/64.png,2020-01-23
2387,Hubei,China,35.86166,104.195397,444,17.0,,dxy,CHN,Asia,https://www.countryflags.io/cn/flat/64.png,2020-01-23
2388,Guangdong,China,35.86166,104.195397,32,0.0,,dxy,CHN,Asia,https://www.countryflags.io/cn/flat/64.png,2020-01-23
2389,Shanghai,China,35.86166,104.195397,16,0.0,,dxy,CHN,Asia,https://www.countryflags.io/cn/flat/64.png,2020-01-23
2390,Beijing,China,35.86166,104.195397,14,0.0,,dxy,CHN,Asia,https://www.countryflags.io/cn/flat/64.png,2020-01-23
2391,Zhejiang,China,35.86166,104.195397,10,0.0,,dxy,CHN,Asia,https://www.countryflags.io/cn/flat/64.png,2020-01-23
2392,Sichuan,China,35.86166,104.195397,8,0.0,,dxy,CHN,Asia,https://www.countryflags.io/cn/flat/64.png,2020-01-23
2393,Shandong,China,35.86166,104.195397,6,0.0,,dxy,CHN,Asia,https://www.countryflags.io/cn/flat/64.png,2020-01-23
2394,Chongqing,China,35.86166,104.195397,6,0.0,,dxy,CHN,Asia,https://www.countryflags.io/cn/flat/64.png,2020-01-23
2395,Guangxi,China,35.86166,104.195397,5,0.0,,dxy,CHN,Asia,https://www.countryflags.io/cn/flat/64.png,2020-01-23
2396,Henan,China,35.86166,104.195397,5,0.0,,dxy,CHN,Asia,https://www.countryflags.io/cn/flat/64.png,2020-01-23
2397,Hainan,China,35.86166,104.195397,4,0.0,,dxy,CHN,Asia,https://www.countryflags.io/cn/flat/64.png,2020-01-23
2398,Hunan,China,35.86166,104.195397,4,0.0,,dxy,CHN,Asia,https://www.countryflags.io/cn/flat/64.png,2020-01-23
2399,Tianjin,China,35.86166,104.195397,4,0.0,,dxy,CHN,Asia,https://www.countryflags.io/cn/flat/64.png,2020-01-23
2400,Liaoning,China,35.86166,104.195397,2,0.0,,dxy,CHN,Asia,https://www.countryflags.io/cn/flat/64.png,2020-01-23
2401,Macau,China,35.86166,104.195397,2,0.0,,dxy,CHN,Asia,https://www.countryflags.io/cn/flat/64.png,2020-01-23
2402,Jiangxi,China,35.86166,104.195397,2,0.0,,dxy,CHN,Asia,https://www.countryflags.io/cn/flat/64.png,2020-01-23
2403,Jiangsu,China,35.86166,104.195397,1,0.0,,dxy,CHN,Asia,https://www.countryflags.io/cn/flat/64.png,2020-01-23
2404,Yunnan,China,35.86166,104.195397,1,0.0,,dxy,CHN,Asia,https://www.countryflags.io/cn/flat/64.png,2020-01-23
2405,Heilongjiang,China,35.86166,104.195397,1,0.0,,dxy,CHN,Asia,https://www.countryflags.io/cn/flat/64.png,2020-01-23
2406,Taiwan,China,35.86166,104.195397,1,0.0,,dxy,CHN,Asia,https://www.countryflags.io/cn/flat/64.png,2020-01-23
2407,Guizhou,China,35.86166,104.195397,1,0.0,,dxy,CHN,Asia,https://www.countryflags.io/cn/flat/64.png,2020-01-23
2408,Shanxi,China,35.86166,104.195397,1,0.0,,dxy,CHN,Asia,https://www.countryflags.io/cn/flat/64.png,2020-01-23
2409,Anhui,China,35.86166,104.195397,1,0.0,,dxy,CHN,Asia,https://www.countryflags.io/cn/flat/64.png,2020-01-23
2410,Hong Kong,China,35.86166,104.195397,1,0.0,,dxy,CHN,Asia,https://www.countryflags.io/cn/flat/64.png,2020-01-23
2411,Fujian,China,35.86166,104.195397,1,0.0,,dxy,CHN,Asia,https://www.countryflags.io/cn/flat/64.png,2020-01-23
2412,Hebei,China,35.86166,104.195397,1,0.0,,dxy,CHN,Asia,https://www.countryflags.io/cn/flat/64.png,2020-01-23
2413,Ningxia,China,35.86166,104.195397,1,0.0,,dxy,CHN,Asia,https://www.countryflags.io/cn/flat/64.png,2020-01-23
2414,Jilin,China,35.86166,104.195397,0,0.0,,dxy,CHN,Asia,https://www.countryflags.io/cn/flat/64.png,2020-01-23
2415,Shaanxi,China,35.86166,104.195397,0,0.0,,dxy,CHN,Asia,https://www.countryflags.io/cn/flat/64.png,2020-01-23
2416,Hubei,China,35.86166,104.195397,444,17.0,,dxy,CHN,Asia,https://www.countryflags.io/cn/flat/64.png,2020-01-23
2417,Guangdong,China,35.86166,104.195397,32,0.0,,dxy,CHN,Asia,https://www.countryflags.io/cn/flat/64.png,2020-01-23
2418,Shanghai,China,35.86166,104.195397,16,0.0,,dxy,CHN,Asia,https://www.countryflags.io/cn/flat/64.png,2020-01-23
2419,Beijing,China,35.86166,104.195397,14,0.0,,dxy,CHN,Asia,https://www.countryflags.io/cn/flat/64.png,2020-01-23
2420,Zhejiang,China,35.86166,104.195397,10,0.0,,dxy,CHN,Asia,https://www.countryflags.io/cn/flat/64.png,2020-01-23
2421,Sichuan,China,35.86166,104.195397,8,0.0,,dxy,CHN,Asia,https://www.countryflags.io/cn/flat/64.png,2020-01-23
2422,Shandong,China,35.86166,104.195397,6,0.0,,dxy,CHN,Asia,https://www.countryflags.io/cn/flat/64.png,2020-01-23
2423,Chongqing,China,35.86166,104.195397,6,0.0,,dxy,CHN,Asia,https://www.countryflags.io/cn/flat/64.png,2020-01-23
2424,Henan,China,35.86166,104.195397,5,0.0,,dxy,CHN,Asia,https://www.countryflags.io/cn/flat/64.png,2020-01-23
2425,Guangxi,China,35.86166,104.195397,5,0.0,,dxy,CHN,Asia,https://www.countryflags.io/cn/flat/64.png,2020-01-23
2426,Hunan,China,35.86166,104.195397,4,0.0,,dxy,CHN,Asia,https://www.countryflags.io/cn/flat/64.png,2020-01-23
2427,Hainan,China,35.86166,104.195397,4,0.0,,dxy,CHN,Asia,https://www.countryflags.io/cn/flat/64.png,2020-01-23
2428,Fujian,China,35.86166,104.195397,4,0.0,,dxy,CHN,Asia,https://www.countryflags.io/cn/flat/64.png,2020-01-23
2429,Tianjin,China,35.86166,104.195397,4,0.0,,dxy,CHN,Asia,https://www.countryflags.io/cn/flat/64.png,2020-01-23
2430,Liaoning,China,35.86166,104.195397,3,0.0,,dxy,CHN,Asia,https://www.countryflags.io/cn/flat/64.png,2020-01-23
2431,Jiangxi,China,35.86166,104.195397,2,0.0,,dxy,CHN,Asia,https://www.countryflags.io/cn/flat/64.png,2020-01-23
2432,Macau,China,35.86166,104.195397,2,0.0,,dxy,CHN,Asia,https://www.countryflags.io/cn/flat/64.png,2020-01-23
2433,Taiwan,China,35.86166,104.195397,1,0.0,,dxy,CHN,Asia,https://www.countryflags.io/cn/flat/64.png,2020-01-23
2434,Yunnan,China,35.86166,104.195397,1,0.0,,dxy,CHN,Asia,https://www.countryflags.io/cn/flat/64.png,2020-01-23
2435,Shanxi,China,35.86166,104.195397,1,0.0,,dxy,CHN,Asia,https://www.countryflags.io/cn/flat/64.png,2020-01-23
2436,Hong Kong,China,35.86166,104.195397,1,0.0,,dxy,CHN,Asia,https://www.countryflags.io/cn/flat/64.png,2020-01-23
2437,Guizhou,China,35.86166,104.195397,1,0.0,,dxy,CHN,Asia,https://www.countryflags.io/cn/flat/64.png,2020-01-23
2438,Heilongjiang,China,35.86166,104.195397,1,0.0,,dxy,CHN,Asia,https://www.countryflags.io/cn/flat/64.png,2020-01-23
2439,Anhui,China,35.86166,104.195397,1,0.0,,dxy,CHN,Asia,https://www.countryflags.io/cn/flat/64.png,2020-01-23
2440,Hebei,China,35.86166,104.195397,1,0.0,,dxy,CHN,Asia,https://www.countryflags.io/cn/flat/64.png,2020-01-23
2441,Jilin,China,35.86166,104.195397,1,0.0,,dxy,CHN,Asia,https://www.countryflags.io/cn/flat/64.png,2020-01-23
2442,Ningxia,China,35.86166,104.195397,1,0.0,,dxy,CHN,Asia,https://www.countryflags.io/cn/flat/64.png,2020-01-23
2443,Jiangsu,China,35.86166,104.195397,1,0.0,,dxy,CHN,Asia,https://www.countryflags.io/cn/flat/64.png,2020-01-23
2444,Shaanxi,China,35.86166,104.195397,0,0.0,,dxy,CHN,Asia,https://www.countryflags.io/cn/flat/64.png,2020-01-23
2445,Hubei,China,35.86166,104.195397,444,17.0,,dxy,CHN,Asia,https://www.countryflags.io/cn/flat/64.png,2020-01-23
2446,Guangdong,China,35.86166,104.195397,32,0.0,,dxy,CHN,Asia,https://www.countryflags.io/cn/flat/64.png,2020-01-23
2447,Shanghai,China,35.86166,104.195397,16,0.0,,dxy,CHN,Asia,https://www.countryflags.io/cn/flat/64.png,2020-01-23
2448,Beijing,China,35.86166,104.195397,14,0.0,,dxy,CHN,Asia,https://www.countryflags.io/cn/flat/64.png,2020-01-23
2449,Zhejiang,China,35.86166,104.195397,10,0.0,,dxy,CHN,Asia,https://www.countryflags.io/cn/flat/64.png,2020-01-23
2450,Hunan,China,35.86166,104.195397,9,0.0,,dxy,CHN,Asia,https://www.countryflags.io/cn/flat/64.png,2020-01-23
2451,Sichuan,China,35.86166,104.195397,8,0.0,,dxy,CHN,Asia,https://www.countryflags.io/cn/flat/64.png,2020-01-23
2452,Chongqing,China,35.86166,104.195397,6,0.0,,dxy,CHN,Asia,https://www.countryflags.io/cn/flat/64.png,2020-01-23
2453,Shandong,China,35.86166,104.195397,6,0.0,,dxy,CHN,Asia,https://www.countryflags.io/cn/flat/64.png,2020-01-23
2454,Guangxi,China,35.86166,104.195397,5,0.0,,dxy,CHN,Asia,https://www.countryflags.io/cn/flat/64.png,2020-01-23
2455,Henan,China,35.86166,104.195397,5,0.0,,dxy,CHN,Asia,https://www.countryflags.io/cn/flat/64.png,2020-01-23
2456,Hainan,China,35.86166,104.195397,4,0.0,,dxy,CHN,Asia,https://www.countryflags.io/cn/flat/64.png,2020-01-23
2457,Fujian,China,35.86166,104.195397,4,0.0,,dxy,CHN,Asia,https://www.countryflags.io/cn/flat/64.png,2020-01-23
2458,Tianjin,China,35.86166,104.195397,4,0.0,,dxy,CHN,Asia,https://www.countryflags.io/cn/flat/64.png,2020-01-23
2459,Liaoning,China,35.86166,104.195397,3,0.0,,dxy,CHN,Asia,https://www.countryflags.io/cn/flat/64.png,2020-01-23
2460,Jiangxi,China,35.86166,104.195397,2,0.0,,dxy,CHN,Asia,https://www.countryflags.io/cn/flat/64.png,2020-01-23
2461,Macau,China,35.86166,104.195397,2,0.0,,dxy,CHN,Asia,https://www.countryflags.io/cn/flat/64.png,2020-01-23
2462,Yunnan,China,35.86166,104.195397,1,0.0,,dxy,CHN,Asia,https://www.countryflags.io/cn/flat/64.png,2020-01-23
2463,Hong Kong,China,35.86166,104.195397,1,0.0,,dxy,CHN,Asia,https://www.countryflags.io/cn/flat/64.png,2020-01-23
2464,Jilin,China,35.86166,104.195397,1,0.0,,dxy,CHN,Asia,https://www.countryflags.io/cn/flat/64.png,2020-01-23
2465,Ningxia,China,35.86166,104.195397,1,0.0,,dxy,CHN,Asia,https://www.countryflags.io/cn/flat/64.png,2020-01-23
2466,Shanxi,China,35.86166,104.195397,1,0.0,,dxy,CHN,Asia,https://www.countryflags.io/cn/flat/64.png,2020-01-23
2467,Anhui,China,35.86166,104.195397,1,0.0,,dxy,CHN,Asia,https://www.countryflags.io/cn/flat/64.png,2020-01-23
2468,Jiangsu,China,35.86166,104.195397,1,0.0,,dxy,CHN,Asia,https://www.countryflags.io/cn/flat/64.png,2020-01-23
2469,Guizhou,China,35.86166,104.195397,1,0.0,,dxy,CHN,Asia,https://www.countryflags.io/cn/flat/64.png,2020-01-23
2470,Taiwan,China,35.86166,104.195397,1,0.0,,dxy,CHN,Asia,https://www.countryflags.io/cn/flat/64.png,2020-01-23
2471,Hebei,China,35.86166,104.195397,1,0.0,,dxy,CHN,Asia,https://www.countryflags.io/cn/flat/64.png,2020-01-23
2472,Heilongjiang,China,35.86166,104.195397,1,0.0,,dxy,CHN,Asia,https://www.countryflags.io/cn/flat/64.png,2020-01-23
2473,Shaanxi,China,35.86166,104.195397,0,0.0,,dxy,CHN,Asia,https://www.countryflags.io/cn/flat/64.png,2020-01-23
2474,Hubei,China,35.86166,104.195397,444,17.0,,dxy,CHN,Asia,https://www.countryflags.io/cn/flat/64.png,2020-01-23
2475,Guangdong,China,35.86166,104.195397,32,0.0,,dxy,CHN,Asia,https://www.countryflags.io/cn/flat/64.png,2020-01-23
2476,Shanghai,China,35.86166,104.195397,16,0.0,,dxy,CHN,Asia,https://www.countryflags.io/cn/flat/64.png,2020-01-23
2477,Beijing,China,35.86166,104.195397,14,0.0,,dxy,CHN,Asia,https://www.countryflags.io/cn/flat/64.png,2020-01-23
2478,Zhejiang,China,35.86166,104.195397,10,0.0,,dxy,CHN,Asia,https://www.countryflags.io/cn/flat/64.png,2020-01-23
2479,Chongqing,China,35.86166,104.195397,9,0.0,,dxy,CHN,Asia,https://www.countryflags.io/cn/flat/64.png,2020-01-23
2480,Hunan,China,35.86166,104.195397,9,0.0,,dxy,CHN,Asia,https://www.countryflags.io/cn/flat/64.png,2020-01-23
2481,Anhui,China,35.86166,104.195397,9,0.0,,dxy,CHN,Asia,https://www.countryflags.io/cn/flat/64.png,2020-01-23
2482,Sichuan,China,35.86166,104.195397,8,0.0,,dxy,CHN,Asia,https://www.countryflags.io/cn/flat/64.png,2020-01-23
2483,Shandong,China,35.86166,104.195397,6,0.0,,dxy,CHN,Asia,https://www.countryflags.io/cn/flat/64.png,2020-01-23
2484,Henan,China,35.86166,104.195397,5,0.0,,dxy,CHN,Asia,https://www.countryflags.io/cn/flat/64.png,2020-01-23
2485,Guangxi,China,35.86166,104.195397,5,0.0,,dxy,CHN,Asia,https://www.countryflags.io/cn/flat/64.png,2020-01-23
2486,Tianjin,China,35.86166,104.195397,4,0.0,,dxy,CHN,Asia,https://www.countryflags.io/cn/flat/64.png,2020-01-23
2487,Fujian,China,35.86166,104.195397,4,0.0,,dxy,CHN,Asia,https://www.countryflags.io/cn/flat/64.png,2020-01-23
2488,Hainan,China,35.86166,104.195397,4,0.0,,dxy,CHN,Asia,https://www.countryflags.io/cn/flat/64.png,2020-01-23
2489,Liaoning,China,35.86166,104.195397,3,0.0,,dxy,CHN,Asia,https://www.countryflags.io/cn/flat/64.png,2020-01-23
2490,Jiangxi,China,35.86166,104.195397,2,0.0,,dxy,CHN,Asia,https://www.countryflags.io/cn/flat/64.png,2020-01-23
2491,Macau,China,35.86166,104.195397,2,0.0,,dxy,CHN,Asia,https://www.countryflags.io/cn/flat/64.png,2020-01-23
2492,Jiangsu,China,35.86166,104.195397,1,0.0,,dxy,CHN,Asia,https://www.countryflags.io/cn/flat/64.png,2020-01-23
2493,Taiwan,China,35.86166,104.195397,1,0.0,,dxy,CHN,Asia,https://www.countryflags.io/cn/flat/64.png,2020-01-23
2494,Shanxi,China,35.86166,104.195397,1,0.0,,dxy,CHN,Asia,https://www.countryflags.io/cn/flat/64.png,2020-01-23
2495,Hebei,China,35.86166,104.195397,1,0.0,,dxy,CHN,Asia,https://www.countryflags.io/cn/flat/64.png,2020-01-23
2496,Hong Kong,China,35.86166,104.195397,1,0.0,,dxy,CHN,Asia,https://www.countryflags.io/cn/flat/64.png,2020-01-23
2497,Guizhou,China,35.86166,104.195397,1,0.0,,dxy,CHN,Asia,https://www.countryflags.io/cn/flat/64.png,2020-01-23
2498,Ningxia,China,35.86166,104.195397,1,0.0,,dxy,CHN,Asia,https://www.countryflags.io/cn/flat/64.png,2020-01-23
2499,Yunnan,China,35.86166,104.195397,1,0.0,,dxy,CHN,Asia,https://www.countryflags.io/cn/flat/64.png,2020-01-23
2500,Jilin,China,35.86166,104.195397,1,0.0,,dxy,CHN,Asia,https://www.countryflags.io/cn/flat/64.png,2020-01-23
2501,Heilongjiang,China,35.86166,104.195397,1,0.0,,dxy,CHN,Asia,https://www.countryflags.io/cn/flat/64.png,2020-01-23
2502,Inner Mongolia,China,35.86166,104.195397,0,0.0,,dxy,CHN,Asia,https://www.countryflags.io/cn/flat/64.png,2020-01-23
2503,Shaanxi,China,35.86166,104.195397,0,0.0,,dxy,CHN,Asia,https://www.countryflags.io/cn/flat/64.png,2020-01-23
2504,Hubei,China,35.86166,104.195397,444,17.0,,dxy,CHN,Asia,https://www.countryflags.io/cn/flat/64.png,2020-01-23
