,province,country,latitude,longitude,confirmed_cases,deaths,recovered,data_source,country_code,region,country_flag,Observation Date
14218,Anhui,China,35.86166,104.195397,530,0.0,,dxy,CHN,Asia,https://www.countryflags.io/cn/flat/64.png,2020-02-06
14219,Chongqing,China,35.86166,104.195397,376,2.0,,dxy,CHN,Asia,https://www.countryflags.io/cn/flat/64.png,2020-02-06
14220,Jiangsu,China,35.86166,104.195397,341,0.0,,dxy,CHN,Asia,https://www.countryflags.io/cn/flat/64.png,2020-02-06
14221,Shandong,China,35.86166,104.195397,307,0.0,,dxy,CHN,Asia,https://www.countryflags.io/cn/flat/64.png,2020-02-06
14222,Sichuan,China,35.86166,104.195397,301,1.0,,dxy,CHN,Asia,https://www.countryflags.io/cn/flat/64.png,2020-02-06
14223,Beijing,China,35.86166,104.195397,253,1.0,,dxy,CHN,Asia,https://www.countryflags.io/cn/flat/64.png,2020-02-06
14224,Shanghai,China,35.86166,104.195397,243,1.0,,dxy,CHN,Asia,https://www.countryflags.io/cn/flat/64.png,2020-02-06
14225,Fujian,China,35.86166,104.195397,205,0.0,,dxy,CHN,Asia,https://www.countryflags.io/cn/flat/64.png,2020-02-06
14226,Heilongjiang,China,35.86166,104.195397,190,2.0,,dxy,CHN,Asia,https://www.countryflags.io/cn/flat/64.png,2020-02-06
14227,Shaanxi,China,35.86166,104.195397,165,0.0,,dxy,CHN,Asia,https://www.countryflags.io/cn/flat/64.png,2020-02-06
14228,Guangxi,China,35.86166,104.195397,150,0.0,,dxy,CHN,Asia,https://www.countryflags.io/cn/flat/64.png,2020-02-06
14229,Hebei,China,35.86166,104.195397,135,1.0,,dxy,CHN,Asia,https://www.countryflags.io/cn/flat/64.png,2020-02-06
14230,Yunnan,China,35.86166,104.195397,124,0.0,,dxy,CHN,Asia,https://www.countryflags.io/cn/flat/64.png,2020-02-06
14231,Hainan,China,35.86166,104.195397,91,1.0,,dxy,CHN,Asia,https://www.countryflags.io/cn/flat/64.png,2020-02-06
14232,Liaoning,China,35.86166,104.195397,89,0.0,,dxy,CHN,Asia,https://www.countryflags.io/cn/flat/64.png,2020-02-06
14233,Shanxi,China,35.86166,104.195397,81,0.0,,dxy,CHN,Asia,https://www.countryflags.io/cn/flat/64.png,2020-02-06
14234,Tianjin,China,35.86166,104.195397,69,1.0,,dxy,CHN,Asia,https://www.countryflags.io/cn/flat/64.png,2020-02-06
14235,Guizhou,China,35.86166,104.195397,64,1.0,,dxy,CHN,Asia,https://www.countryflags.io/cn/flat/64.png,2020-02-06
14236,Gansu,China,35.86166,104.195397,62,0.0,,dxy,CHN,Asia,https://www.countryflags.io/cn/flat/64.png,2020-02-06
14237,Jilin,China,35.86166,104.195397,54,0.0,,dxy,CHN,Asia,https://www.countryflags.io/cn/flat/64.png,2020-02-06
14238,Inner Mongolia,China,35.86166,104.195397,42,0.0,,dxy,CHN,Asia,https://www.countryflags.io/cn/flat/64.png,2020-02-06
14239,Ningxia,China,35.86166,104.195397,34,0.0,,dxy,CHN,Asia,https://www.countryflags.io/cn/flat/64.png,2020-02-06
14240,Xinjiang,China,35.86166,104.195397,32,0.0,,dxy,CHN,Asia,https://www.countryflags.io/cn/flat/64.png,2020-02-06
14241,Hong Kong,China,35.86166,104.195397,21,1.0,,dxy,CHN,Asia,https://www.countryflags.io/cn/flat/64.png,2020-02-06
14242,Qinghai,China,35.86166,104.195397,17,0.0,,dxy,CHN,Asia,https://www.countryflags.io/cn/flat/64.png,2020-02-06
14243,Taiwan,China,35.86166,104.195397,11,0.0,,dxy,CHN,Asia,https://www.countryflags.io/cn/flat/64.png,2020-02-06
14244,Macau,China,35.86166,104.195397,10,0.0,,dxy,CHN,Asia,https://www.countryflags.io/cn/flat/64.png,2020-02-06
14245,Tibet,China,35.86166,104.195397,1,0.0,,dxy,CHN,Asia,https://www.countryflags.io/cn/flat/64.png,2020-02-06
14246,Hubei,China,35.86166,104.195397,16678,479.0,,dxy,CHN,Asia,https://www.countryflags.io/cn/flat/64.png,2020-02-06
14247,Guangdong,China,35.86166,104.195397,895,0.0,,dxy,CHN,Asia,https://www.countryflags.io/cn/flat/64.png,2020-02-06
14248,Zhejiang,China,35.86166,104.195397,895,0.0,,dxy,CHN,Asia,https://www.countryflags.io/cn/flat/64.png,2020-02-06
14249,Henan,China,35.86166,104.195397,764,2.0,,dxy,CHN,Asia,https://www.countryflags.io/cn/flat/64.png,2020-02-06
14250,Hunan,China,35.86166,104.195397,661,0.0,,dxy,CHN,Asia,https://www.countryflags.io/cn/flat/64.png,2020-02-06
14251,Jiangxi,China,35.86166,104.195397,548,0.0,,dxy,CHN,Asia,https://www.countryflags.io/cn/flat/64.png,2020-02-06
14252,Anhui,China,35.86166,104.195397,530,0.0,,dxy,CHN,Asia,https://www.countryflags.io/cn/flat/64.png,2020-02-06
14253,Chongqing,China,35.86166,104.195397,376,2.0,,dxy,CHN,Asia,https://www.countryflags.io/cn/flat/64.png,2020-02-06
14254,Jiangsu,China,35.86166,104.195397,341,0.0,,dxy,CHN,Asia,https://www.countryflags.io/cn/flat/64.png,2020-02-06
14255,Shandong,China,35.86166,104.195397,307,0.0,,dxy,CHN,Asia,https://www.countryflags.io/cn/flat/64.png,2020-02-06
14256,Sichuan,China,35.86166,104.195397,301,1.0,,dxy,CHN,Asia,https://www.countryflags.io/cn/flat/64.png,2020-02-06
14257,Beijing,China,35.86166,104.195397,253,1.0,,dxy,CHN,Asia,https://www.countryflags.io/cn/flat/64.png,2020-02-06
14258,Shanghai,China,35.86166,104.195397,243,1.0,,dxy,CHN,Asia,https://www.countryflags.io/cn/flat/64.png,2020-02-06
14259,Fujian,China,35.86166,104.195397,205,0.0,,dxy,CHN,Asia,https://www.countryflags.io/cn/flat/64.png,2020-02-06
14260,Heilongjiang,China,35.86166,104.195397,190,2.0,,dxy,CHN,Asia,https://www.countryflags.io/cn/flat/64.png,2020-02-06
14261,Shaanxi,China,35.86166,104.195397,165,0.0,,dxy,CHN,Asia,https://www.countryflags.io/cn/flat/64.png,2020-02-06
14262,Guangxi,China,35.86166,104.195397,150,0.0,,dxy,CHN,Asia,https://www.countryflags.io/cn/flat/64.png,2020-02-06
14263,Hebei,China,35.86166,104.195397,135,1.0,,dxy,CHN,Asia,https://www.countryflags.io/cn/flat/64.png,2020-02-06
14264,Yunnan,China,35.86166,104.195397,124,0.0,,dxy,CHN,Asia,https://www.countryflags.io/cn/flat/64.png,2020-02-06
14265,Hainan,China,35.86166,104.195397,99,1.0,,dxy,CHN,Asia,https://www.countryflags.io/cn/flat/64.png,2020-02-06
14266,Liaoning,China,35.86166,104.195397,89,0.0,,dxy,CHN,Asia,https://www.countryflags.io/cn/flat/64.png,2020-02-06
14267,Shanxi,China,35.86166,104.195397,81,0.0,,dxy,CHN,Asia,https://www.countryflags.io/cn/flat/64.png,2020-02-06
14268,Tianjin,China,35.86166,104.195397,69,1.0,,dxy,CHN,Asia,https://www.countryflags.io/cn/flat/64.png,2020-02-06
14269,Guizhou,China,35.86166,104.195397,64,1.0,,dxy,CHN,Asia,https://www.countryflags.io/cn/flat/64.png,2020-02-06
14270,Gansu,China,35.86166,104.195397,62,0.0,,dxy,CHN,Asia,https://www.countryflags.io/cn/flat/64.png,2020-02-06
14271,Jilin,China,35.86166,104.195397,54,0.0,,dxy,CHN,Asia,https://www.countryflags.io/cn/flat/64.png,2020-02-06
14272,Inner Mongolia,China,35.86166,104.195397,42,0.0,,dxy,CHN,Asia,https://www.countryflags.io/cn/flat/64.png,2020-02-06
14273,Ningxia,China,35.86166,104.195397,34,0.0,,dxy,CHN,Asia,https://www.countryflags.io/cn/flat/64.png,2020-02-06
14274,Xinjiang,China,35.86166,104.195397,32,0.0,,dxy,CHN,Asia,https://www.countryflags.io/cn/flat/64.png,2020-02-06
14275,Hong Kong,China,35.86166,104.195397,21,1.0,,dxy,CHN,Asia,https://www.countryflags.io/cn/flat/64.png,2020-02-06
14276,Qinghai,China,35.86166,104.195397,17,0.0,,dxy,CHN,Asia,https://www.countryflags.io/cn/flat/64.png,2020-02-06
14277,Taiwan,China,35.86166,104.195397,11,0.0,,dxy,CHN,Asia,https://www.countryflags.io/cn/flat/64.png,2020-02-06
14278,Macau,China,35.86166,104.195397,10,0.0,,dxy,CHN,Asia,https://www.countryflags.io/cn/flat/64.png,2020-02-06
14279,Tibet,China,35.86166,104.195397,1,0.0,,dxy,CHN,Asia,https://www.countryflags.io/cn/flat/64.png,2020-02-06
14280,Hubei,China,35.86166,104.195397,19665,549.0,,dxy,CHN,Asia,https://www.countryflags.io/cn/flat/64.png,2020-02-06
14281,Guangdong,China,35.86166,104.195397,895,0.0,,dxy,CHN,Asia,https://www.countryflags.io/cn/flat/64.png,2020-02-06
14282,Zhejiang,China,35.86166,104.195397,895,0.0,,dxy,CHN,Asia,https://www.countryflags.io/cn/flat/64.png,2020-02-06
14283,Henan,China,35.86166,104.195397,764,2.0,,dxy,CHN,Asia,https://www.countryflags.io/cn/flat/64.png,2020-02-06
14284,Hunan,China,35.86166,104.195397,661,0.0,,dxy,CHN,Asia,https://www.countryflags.io/cn/flat/64.png,2020-02-06
14285,Jiangxi,China,35.86166,104.195397,548,0.0,,dxy,CHN,Asia,https://www.countryflags.io/cn/flat/64.png,2020-02-06
14286,Anhui,China,35.86166,104.195397,530,0.0,,dxy,CHN,Asia,https://www.countryflags.io/cn/flat/64.png,2020-02-06
14287,Chongqing,China,35.86166,104.195397,376,2.0,,dxy,CHN,Asia,https://www.countryflags.io/cn/flat/64.png,2020-02-06
14288,Jiangsu,China,35.86166,104.195397,341,0.0,,dxy,CHN,Asia,https://www.countryflags.io/cn/flat/64.png,2020-02-06
14289,Shandong,China,35.86166,104.195397,307,0.0,,dxy,CHN,Asia,https://www.countryflags.io/cn/flat/64.png,2020-02-06
14290,Sichuan,China,35.86166,104.195397,301,1.0,,dxy,CHN,Asia,https://www.countryflags.io/cn/flat/64.png,2020-02-06
14291,Beijing,China,35.86166,104.195397,253,1.0,,dxy,CHN,Asia,https://www.countryflags.io/cn/flat/64.png,2020-02-06
14292,Shanghai,China,35.86166,104.195397,243,1.0,,dxy,CHN,Asia,https://www.countryflags.io/cn/flat/64.png,2020-02-06
14293,Fujian,China,35.86166,104.195397,205,0.0,,dxy,CHN,Asia,https://www.countryflags.io/cn/flat/64.png,2020-02-06
14294,Heilongjiang,China,35.86166,104.195397,190,2.0,,dxy,CHN,Asia,https://www.countryflags.io/cn/flat/64.png,2020-02-06
14295,Shaanxi,China,35.86166,104.195397,165,0.0,,dxy,CHN,Asia,https://www.countryflags.io/cn/flat/64.png,2020-02-06
14296,Guangxi,China,35.86166,104.195397,150,0.0,,dxy,CHN,Asia,https://www.countryflags.io/cn/flat/64.png,2020-02-06
14297,Hebei,China,35.86166,104.195397,135,1.0,,dxy,CHN,Asia,https://www.countryflags.io/cn/flat/64.png,2020-02-06
14298,Yunnan,China,35.86166,104.195397,124,0.0,,dxy,CHN,Asia,https://www.countryflags.io/cn/flat/64.png,2020-02-06
14299,Hainan,China,35.86166,104.195397,99,1.0,,dxy,CHN,Asia,https://www.countryflags.io/cn/flat/64.png,2020-02-06
14300,Liaoning,China,35.86166,104.195397,89,0.0,,dxy,CHN,Asia,https://www.countryflags.io/cn/flat/64.png,2020-02-06
14301,Shanxi,China,35.86166,104.195397,81,0.0,,dxy,CHN,Asia,https://www.countryflags.io/cn/flat/64.png,2020-02-06
14302,Tianjin,China,35.86166,104.195397,69,1.0,,dxy,CHN,Asia,https://www.countryflags.io/cn/flat/64.png,2020-02-06
14303,Guizhou,China,35.86166,104.195397,64,1.0,,dxy,CHN,Asia,https://www.countryflags.io/cn/flat/64.png,2020-02-06
14304,Gansu,China,35.86166,104.195397,62,0.0,,dxy,CHN,Asia,https://www.countryflags.io/cn/flat/64.png,2020-02-06
14305,Jilin,China,35.86166,104.195397,54,0.0,,dxy,CHN,Asia,https://www.countryflags.io/cn/flat/64.png,2020-02-06
14306,Inner Mongolia,China,35.86166,104.195397,42,0.0,,dxy,CHN,Asia,https://www.countryflags.io/cn/flat/64.png,2020-02-06
14307,Ningxia,China,35.86166,104.195397,34,0.0,,dxy,CHN,Asia,https://www.countryflags.io/cn/flat/64.png,2020-02-06
14308,Xinjiang,China,35.86166,104.195397,32,0.0,,dxy,CHN,Asia,https://www.countryflags.io/cn/flat/64.png,2020-02-06
14309,Hong Kong,China,35.86166,104.195397,21,1.0,,dxy,CHN,Asia,https://www.countryflags.io/cn/flat/64.png,2020-02-06
14310,Qinghai,China,35.86166,104.195397,17,0.0,,dxy,CHN,Asia,https://www.countryflags.io/cn/flat/64.png,2020-02-06
14311,Taiwan,China,35.86166,104.195397,11,0.0,,dxy,CHN,Asia,https://www.countryflags.io/cn/flat/64.png,2020-02-06
14312,Macau,China,35.86166,104.195397,10,0.0,,dxy,CHN,Asia,https://www.countryflags.io/cn/flat/64.png,2020-02-06
14313,Tibet,China,35.86166,104.195397,1,0.0,,dxy,CHN,Asia,https://www.countryflags.io/cn/flat/64.png,2020-02-06
14314,Hubei,China,35.86166,104.195397,19665,549.0,,dxy,CHN,Asia,https://www.countryflags.io/cn/flat/64.png,2020-02-06
14315,Guangdong,China,35.86166,104.195397,895,0.0,,dxy,CHN,Asia,https://www.countryflags.io/cn/flat/64.png,2020-02-06
14316,Zhejiang,China,35.86166,104.195397,895,0.0,,dxy,CHN,Asia,https://www.countryflags.io/cn/flat/64.png,2020-02-06
14317,Henan,China,35.86166,104.195397,764,2.0,,dxy,CHN,Asia,https://www.countryflags.io/cn/flat/64.png,2020-02-06
14318,Hunan,China,35.86166,104.195397,661,0.0,,dxy,CHN,Asia,https://www.countryflags.io/cn/flat/64.png,2020-02-06
14319,Jiangxi,China,35.86166,104.195397,548,0.0,,dxy,CHN,Asia,https://www.countryflags.io/cn/flat/64.png,2020-02-06
14320,Anhui,China,35.86166,104.195397,530,0.0,,dxy,CHN,Asia,https://www.countryflags.io/cn/flat/64.png,2020-02-06
14321,Chongqing,China,35.86166,104.195397,376,2.0,,dxy,CHN,Asia,https://www.countryflags.io/cn/flat/64.png,2020-02-06
14322,Jiangsu,China,35.86166,104.195397,341,0.0,,dxy,CHN,Asia,https://www.countryflags.io/cn/flat/64.png,2020-02-06
14323,Shandong,China,35.86166,104.195397,307,0.0,,dxy,CHN,Asia,https://www.countryflags.io/cn/flat/64.png,2020-02-06
14324,Sichuan,China,35.86166,104.195397,301,1.0,,dxy,CHN,Asia,https://www.countryflags.io/cn/flat/64.png,2020-02-06
14325,Beijing,China,35.86166,104.195397,253,1.0,,dxy,CHN,Asia,https://www.countryflags.io/cn/flat/64.png,2020-02-06
14326,Shanghai,China,35.86166,104.195397,243,1.0,,dxy,CHN,Asia,https://www.countryflags.io/cn/flat/64.png,2020-02-06
14327,Fujian,China,35.86166,104.195397,205,0.0,,dxy,CHN,Asia,https://www.countryflags.io/cn/flat/64.png,2020-02-06
14328,Heilongjiang,China,35.86166,104.195397,190,2.0,,dxy,CHN,Asia,https://www.countryflags.io/cn/flat/64.png,2020-02-06
14329,Shaanxi,China,35.86166,104.195397,165,0.0,,dxy,CHN,Asia,https://www.countryflags.io/cn/flat/64.png,2020-02-06
14330,Guangxi,China,35.86166,104.195397,150,0.0,,dxy,CHN,Asia,https://www.countryflags.io/cn/flat/64.png,2020-02-06
14331,Hebei,China,35.86166,104.195397,135,1.0,,dxy,CHN,Asia,https://www.countryflags.io/cn/flat/64.png,2020-02-06
14332,Yunnan,China,35.86166,104.195397,128,0.0,,dxy,CHN,Asia,https://www.countryflags.io/cn/flat/64.png,2020-02-06
14333,Hainan,China,35.86166,104.195397,99,1.0,,dxy,CHN,Asia,https://www.countryflags.io/cn/flat/64.png,2020-02-06
14334,Liaoning,China,35.86166,104.195397,89,0.0,,dxy,CHN,Asia,https://www.countryflags.io/cn/flat/64.png,2020-02-06
14335,Shanxi,China,35.86166,104.195397,81,0.0,,dxy,CHN,Asia,https://www.countryflags.io/cn/flat/64.png,2020-02-06
14336,Tianjin,China,35.86166,104.195397,69,1.0,,dxy,CHN,Asia,https://www.countryflags.io/cn/flat/64.png,2020-02-06
14337,Guizhou,China,35.86166,104.195397,64,1.0,,dxy,CHN,Asia,https://www.countryflags.io/cn/flat/64.png,2020-02-06
14338,Gansu,China,35.86166,104.195397,62,0.0,,dxy,CHN,Asia,https://www.countryflags.io/cn/flat/64.png,2020-02-06
14339,Jilin,China,35.86166,104.195397,54,0.0,,dxy,CHN,Asia,https://www.countryflags.io/cn/flat/64.png,2020-02-06
14340,Inner Mongolia,China,35.86166,104.195397,42,0.0,,dxy,CHN,Asia,https://www.countryflags.io/cn/flat/64.png,2020-02-06
14341,Ningxia,China,35.86166,104.195397,34,0.0,,dxy,CHN,Asia,https://www.countryflags.io/cn/flat/64.png,2020-02-06
14342,Xinjiang,China,35.86166,104.195397,32,0.0,,dxy,CHN,Asia,https://www.countryflags.io/cn/flat/64.png,2020-02-06
14343,Hong Kong,China,35.86166,104.195397,21,1.0,,dxy,CHN,Asia,https://www.countryflags.io/cn/flat/64.png,2020-02-06
14344,Qinghai,China,35.86166,104.195397,17,0.0,,dxy,CHN,Asia,https://www.countryflags.io/cn/flat/64.png,2020-02-06
14345,Taiwan,China,35.86166,104.195397,11,0.0,,dxy,CHN,Asia,https://www.countryflags.io/cn/flat/64.png,2020-02-06
14346,Macau,China,35.86166,104.195397,10,0.0,,dxy,CHN,Asia,https://www.countryflags.io/cn/flat/64.png,2020-02-06
14347,Tibet,China,35.86166,104.195397,1,0.0,,dxy,CHN,Asia,https://www.countryflags.io/cn/flat/64.png,2020-02-06
14348,Hubei,China,35.86166,104.195397,19665,549.0,,dxy,CHN,Asia,https://www.countryflags.io/cn/flat/64.png,2020-02-06
14349,Guangdong,China,35.86166,104.195397,895,0.0,,dxy,CHN,Asia,https://www.countryflags.io/cn/flat/64.png,2020-02-06
14350,Zhejiang,China,35.86166,104.195397,895,0.0,,dxy,CHN,Asia,https://www.countryflags.io/cn/flat/64.png,2020-02-06
14351,Henan,China,35.86166,104.195397,764,2.0,,dxy,CHN,Asia,https://www.countryflags.io/cn/flat/64.png,2020-02-06
14352,Hunan,China,35.86166,104.195397,661,0.0,,dxy,CHN,Asia,https://www.countryflags.io/cn/flat/64.png,2020-02-06
14353,Jiangxi,China,35.86166,104.195397,548,0.0,,dxy,CHN,Asia,https://www.countryflags.io/cn/flat/64.png,2020-02-06
14354,Anhui,China,35.86166,104.195397,530,0.0,,dxy,CHN,Asia,https://www.countryflags.io/cn/flat/64.png,2020-02-06
14355,Chongqing,China,35.86166,104.195397,389,2.0,,dxy,CHN,Asia,https://www.countryflags.io/cn/flat/64.png,2020-02-06
14356,Jiangsu,China,35.86166,104.195397,341,0.0,,dxy,CHN,Asia,https://www.countryflags.io/cn/flat/64.png,2020-02-06
14357,Shandong,China,35.86166,104.195397,307,0.0,,dxy,CHN,Asia,https://www.countryflags.io/cn/flat/64.png,2020-02-06
14358,Sichuan,China,35.86166,104.195397,301,1.0,,dxy,CHN,Asia,https://www.countryflags.io/cn/flat/64.png,2020-02-06
14359,Beijing,China,35.86166,104.195397,253,1.0,,dxy,CHN,Asia,https://www.countryflags.io/cn/flat/64.png,2020-02-06
14360,Shanghai,China,35.86166,104.195397,243,1.0,,dxy,CHN,Asia,https://www.countryflags.io/cn/flat/64.png,2020-02-06
14361,Fujian,China,35.86166,104.195397,205,0.0,,dxy,CHN,Asia,https://www.countryflags.io/cn/flat/64.png,2020-02-06
14362,Heilongjiang,China,35.86166,104.195397,190,2.0,,dxy,CHN,Asia,https://www.countryflags.io/cn/flat/64.png,2020-02-06
14363,Shaanxi,China,35.86166,104.195397,165,0.0,,dxy,CHN,Asia,https://www.countryflags.io/cn/flat/64.png,2020-02-06
14364,Guangxi,China,35.86166,104.195397,150,0.0,,dxy,CHN,Asia,https://www.countryflags.io/cn/flat/64.png,2020-02-06
14365,Hebei,China,35.86166,104.195397,135,1.0,,dxy,CHN,Asia,https://www.countryflags.io/cn/flat/64.png,2020-02-06
14366,Yunnan,China,35.86166,104.195397,128,0.0,,dxy,CHN,Asia,https://www.countryflags.io/cn/flat/64.png,2020-02-06
14367,Hainan,China,35.86166,104.195397,99,1.0,,dxy,CHN,Asia,https://www.countryflags.io/cn/flat/64.png,2020-02-06
14368,Liaoning,China,35.86166,104.195397,89,0.0,,dxy,CHN,Asia,https://www.countryflags.io/cn/flat/64.png,2020-02-06
14369,Shanxi,China,35.86166,104.195397,81,0.0,,dxy,CHN,Asia,https://www.countryflags.io/cn/flat/64.png,2020-02-06
14370,Tianjin,China,35.86166,104.195397,69,1.0,,dxy,CHN,Asia,https://www.countryflags.io/cn/flat/64.png,2020-02-06
14371,Guizhou,China,35.86166,104.195397,64,1.0,,dxy,CHN,Asia,https://www.countryflags.io/cn/flat/64.png,2020-02-06
14372,Gansu,China,35.86166,104.195397,62,0.0,,dxy,CHN,Asia,https://www.countryflags.io/cn/flat/64.png,2020-02-06
14373,Jilin,China,35.86166,104.195397,54,0.0,,dxy,CHN,Asia,https://www.countryflags.io/cn/flat/64.png,2020-02-06
14374,Inner Mongolia,China,35.86166,104.195397,42,0.0,,dxy,CHN,Asia,https://www.countryflags.io/cn/flat/64.png,2020-02-06
14375,Ningxia,China,35.86166,104.195397,34,0.0,,dxy,CHN,Asia,https://www.countryflags.io/cn/flat/64.png,2020-02-06
14376,Xinjiang,China,35.86166,104.195397,32,0.0,,dxy,CHN,Asia,https://www.countryflags.io/cn/flat/64.png,2020-02-06
14377,Hong Kong,China,35.86166,104.195397,21,1.0,,dxy,CHN,Asia,https://www.countryflags.io/cn/flat/64.png,2020-02-06
14378,Qinghai,China,35.86166,104.195397,17,0.0,,dxy,CHN,Asia,https://www.countryflags.io/cn/flat/64.png,2020-02-06
14379,Taiwan,China,35.86166,104.195397,11,0.0,,dxy,CHN,Asia,https://www.countryflags.io/cn/flat/64.png,2020-02-06
14380,Macau,China,35.86166,104.195397,10,0.0,,dxy,CHN,Asia,https://www.countryflags.io/cn/flat/64.png,2020-02-06
14381,Tibet,China,35.86166,104.195397,1,0.0,,dxy,CHN,Asia,https://www.countryflags.io/cn/flat/64.png,2020-02-06
14382,Hubei,China,35.86166,104.195397,19665,549.0,,dxy,CHN,Asia,https://www.countryflags.io/cn/flat/64.png,2020-02-06
14383,Guangdong,China,35.86166,104.195397,895,0.0,,dxy,CHN,Asia,https://www.countryflags.io/cn/flat/64.png,2020-02-06
14384,Zhejiang,China,35.86166,104.195397,895,0.0,,dxy,CHN,Asia,https://www.countryflags.io/cn/flat/64.png,2020-02-06
14385,Henan,China,35.86166,104.195397,764,2.0,,dxy,CHN,Asia,https://www.countryflags.io/cn/flat/64.png,2020-02-06
14386,Hunan,China,35.86166,104.195397,661,0.0,,dxy,CHN,Asia,https://www.countryflags.io/cn/flat/64.png,2020-02-06
14387,Jiangxi,China,35.86166,104.195397,548,0.0,,dxy,CHN,Asia,https://www.countryflags.io/cn/flat/64.png,2020-02-06
14388,Anhui,China,35.86166,104.195397,530,0.0,,dxy,CHN,Asia,https://www.countryflags.io/cn/flat/64.png,2020-02-06
14389,Chongqing,China,35.86166,104.195397,389,2.0,,dxy,CHN,Asia,https://www.countryflags.io/cn/flat/64.png,2020-02-06
14390,Jiangsu,China,35.86166,104.195397,341,0.0,,dxy,CHN,Asia,https://www.countryflags.io/cn/flat/64.png,2020-02-06
14391,Shandong,China,35.86166,104.195397,307,0.0,,dxy,CHN,Asia,https://www.countryflags.io/cn/flat/64.png,2020-02-06
14392,Sichuan,China,35.86166,104.195397,301,1.0,,dxy,CHN,Asia,https://www.countryflags.io/cn/flat/64.png,2020-02-06
14393,Shanghai,China,35.86166,104.195397,254,0.0,,dxy,CHN,Asia,https://www.countryflags.io/cn/flat/64.png,2020-02-06
14394,Beijing,China,35.86166,104.195397,253,1.0,,dxy,CHN,Asia,https://www.countryflags.io/cn/flat/64.png,2020-02-06
14395,Fujian,China,35.86166,104.195397,205,0.0,,dxy,CHN,Asia,https://www.countryflags.io/cn/flat/64.png,2020-02-06
14396,Heilongjiang,China,35.86166,104.195397,190,2.0,,dxy,CHN,Asia,https://www.countryflags.io/cn/flat/64.png,2020-02-06
14397,Shaanxi,China,35.86166,104.195397,165,0.0,,dxy,CHN,Asia,https://www.countryflags.io/cn/flat/64.png,2020-02-06
14398,Hebei,China,35.86166,104.195397,157,1.0,,dxy,CHN,Asia,https://www.countryflags.io/cn/flat/64.png,2020-02-06
14399,Guangxi,China,35.86166,104.195397,150,0.0,,dxy,CHN,Asia,https://www.countryflags.io/cn/flat/64.png,2020-02-06
14400,Yunnan,China,35.86166,104.195397,128,0.0,,dxy,CHN,Asia,https://www.countryflags.io/cn/flat/64.png,2020-02-06
14401,Hainan,China,35.86166,104.195397,99,1.0,,dxy,CHN,Asia,https://www.countryflags.io/cn/flat/64.png,2020-02-06
14402,Liaoning,China,35.86166,104.195397,89,0.0,,dxy,CHN,Asia,https://www.countryflags.io/cn/flat/64.png,2020-02-06
14403,Shanxi,China,35.86166,104.195397,81,0.0,,dxy,CHN,Asia,https://www.countryflags.io/cn/flat/64.png,2020-02-06
14404,Tianjin,China,35.86166,104.195397,69,1.0,,dxy,CHN,Asia,https://www.countryflags.io/cn/flat/64.png,2020-02-06
14405,Guizhou,China,35.86166,104.195397,64,1.0,,dxy,CHN,Asia,https://www.countryflags.io/cn/flat/64.png,2020-02-06
14406,Gansu,China,35.86166,104.195397,62,0.0,,dxy,CHN,Asia,https://www.countryflags.io/cn/flat/64.png,2020-02-06
14407,Jilin,China,35.86166,104.195397,54,0.0,,dxy,CHN,Asia,https://www.countryflags.io/cn/flat/64.png,2020-02-06
14408,Inner Mongolia,China,35.86166,104.195397,42,0.0,,dxy,CHN,Asia,https://www.countryflags.io/cn/flat/64.png,2020-02-06
14409,Ningxia,China,35.86166,104.195397,34,0.0,,dxy,CHN,Asia,https://www.countryflags.io/cn/flat/64.png,2020-02-06
14410,Xinjiang,China,35.86166,104.195397,32,0.0,,dxy,CHN,Asia,https://www.countryflags.io/cn/flat/64.png,2020-02-06
14411,Hong Kong,China,35.86166,104.195397,21,1.0,,dxy,CHN,Asia,https://www.countryflags.io/cn/flat/64.png,2020-02-06
14412,Qinghai,China,35.86166,104.195397,17,0.0,,dxy,CHN,Asia,https://www.countryflags.io/cn/flat/64.png,2020-02-06
14413,Taiwan,China,35.86166,104.195397,11,0.0,,dxy,CHN,Asia,https://www.countryflags.io/cn/flat/64.png,2020-02-06
14414,Macau,China,35.86166,104.195397,10,0.0,,dxy,CHN,Asia,https://www.countryflags.io/cn/flat/64.png,2020-02-06
14415,Tibet,China,35.86166,104.195397,1,0.0,,dxy,CHN,Asia,https://www.countryflags.io/cn/flat/64.png,2020-02-06
14416,Hubei,China,35.86166,104.195397,19665,549.0,,dxy,CHN,Asia,https://www.countryflags.io/cn/flat/64.png,2020-02-06
14417,Guangdong,China,35.86166,104.195397,895,0.0,,dxy,CHN,Asia,https://www.countryflags.io/cn/flat/64.png,2020-02-06
14418,Zhejiang,China,35.86166,104.195397,895,0.0,,dxy,CHN,Asia,https://www.countryflags.io/cn/flat/64.png,2020-02-06
14419,Henan,China,35.86166,104.195397,764,2.0,,dxy,CHN,Asia,https://www.countryflags.io/cn/flat/64.png,2020-02-06
14420,Hunan,China,35.86166,104.195397,661,0.0,,dxy,CHN,Asia,https://www.countryflags.io/cn/flat/64.png,2020-02-06
14421,Jiangxi,China,35.86166,104.195397,548,0.0,,dxy,CHN,Asia,https://www.countryflags.io/cn/flat/64.png,2020-02-06
14422,Anhui,China,35.86166,104.195397,530,0.0,,dxy,CHN,Asia,https://www.countryflags.io/cn/flat/64.png,2020-02-06
